member,lead,trust,err
transformer,48,0.5,200.3806430449497
cliper,48,0.5,238.38199938085674
gru,72,0.5,127.10322025065824
transformer,72,0.5,163.0204844439184
cliper,72,0.5,332.5764650853804
pangu,24,0.5,759.5121890125215
fengwu,24,1.0,45.72065167957778
gru,24,1.2,80.8414558738359
transformer,24,1.2,81.67358869793296
cliper,24,1.0,57.22651184915553
cons_aiwp,24,0.5,361.3765632332014
pangu,48,0.5,2005.741650349084
fengwu,48,1.0,137.0980063199792
gru,48,1.2,163.22267440443832
transformer,48,1.2,129.75379824578462
cliper,48,1.0,250.49202324208306
cons_aiwp,48,0.5,1015.0388894196702
pangu,72,0.5,2834.528218408221
fengwu,72,1.0,76.69937818010399
gru,72,1.2,270.38951205315493
transformer,72,1.2,171.81692366302482
cliper,72,1.0,211.2777120511123
cons_aiwp,72,0.5,1428.048533587129
pangu,24,1.0,109.4510035376071
fengwu,24,1.0,64.27176156035634
gru,24,1.5,21.52011845320545
transformer,24,1.5,21.16066524138897
cliper,24,0.5,64.62251561540755
cons_aiwp,24,1.0,86.02988490877513
pangu,48,1.0,34.157215589063036
fengwu,48,1.0,55.8263960420455
gru,48,1.5,105.44197848980697
transformer,48,1.5,103.63689194631706
cliper,48,0.5,19.28252660907344
cons_aiwp,48,1.0,41.81418594726053
pangu,72,1.0,70.14979970305178
fengwu,72,1.0,186.3083759340579
gru,72,1.5,354.8648084919641
transformer,72,1.5,370.76174032426667
cliper,72,0.5,193.00189370332444
cons_aiwp,72,1.0,105.7134986357136
pangu,24,1.0,212.56733560972188
fengwu,24,1.0,98.60248796045164
gru,24,1.5,211.08325908360092
transformer,24,1.5,187.89114014594327
cliper,24,1.0,299.1795721176679
cons_aiwp,24,1.0,142.8774584649743
pangu,48,1.0,1334.385494685687
fengwu,48,1.0,58.87910603298817
gru,48,1.5,303.07874360259746
transformer,48,1.5,235.92503199857057
cliper,48,1.0,343.6255227293236
cons_aiwp,48,1.0,674.9117234798621
pangu,72,1.0,2842.3728764669677
fengwu,72,1.0,147.6749697148649
gru,72,1.5,364.8600461562809
transformer,72,1.5,277.89730727380186
cliper,72,1.0,299.97545794883814
cons_aiwp,72,1.0,1493.5656013771372
pangu,24,0.5,1249.2766542703616
fengwu,24,1.0,69.86224364072605
gru,24,1.2,241.60983503150788
transformer,24,1.2,245.51012028411017
cliper,24,1.2,226.91231947824483
cons_aiwp,24,0.5,657.616303365421
pangu,48,0.5,2173.8695534254553
fengwu,48,1.0,88.86739741635525
gru,48,1.2,407.03619394467466
transformer,48,1.2,407.07025786556375
cliper,48,1.2,264.07922181493984
cons_aiwp,48,0.5,1129.4796557105417
pangu,72,0.5,3141.099045622046
fengwu,72,1.0,593.7213320330798
gru,72,1.2,665.5291271409985
transformer,72,1.2,646.2946314624237
cliper,72,1.2,396.4568223686443
cons_aiwp,72,0.5,1803.3394668058927
pangu,24,1.2,58.87910603298817
fengwu,24,1.2,58.87910603298817
gru,24,0.5,119.92712484840021
transformer,24,0.5,120.97468474189503
cliper,24,0.5,252.0996622478676
cons_aiwp,24,1.0,58.87910603298817
pangu,48,1.2,71.13661320006553
fengwu,48,1.2,142.4019211065999
gru,48,0.5,193.65537796629977
transformer,48,0.5,216.63268473030948
cliper,48,0.5,404.6942184758643
cons_aiwp,48,1.0,84.56815664930204
pangu,72,1.2,35.79315008186706
fengwu,72,1.2,129.00409574529237
gru,72,0.5,429.92385531440567
transformer,72,0.5,448.1854870766113
cliper,72,0.5,559.3498335194893
cons_aiwp,72,1.0,59.93544194292594
pangu,24,0.5,55.09270363707841
fengwu,24,0.5,50.037716990051855
gru,24,1.5,143.01947371342223
transformer,24,1.5,170.77184173812282
cliper,24,1.0,194.04094043170917
cons_aiwp,24,1.0,51.24661259129513
pangu,48,0.5,10.143106158648068
fengwu,48,0.5,13.886949274606046
gru,48,1.5,405.8540298665687
transformer,48,1.5,548.1609431948424
cliper,48,1.0,602.5156105137773
cons_aiwp,48,1.0,5.812886761548477
pangu,24,1.2,56.72893516639572
fengwu,24,1.2,67.9359907270211
gru,24,0.5,219.1651401077891
transformer,24,0.5,210.27013989912092
cliper,24,0.5,180.90498957329226
cons_aiwp,24,1.2,60.79403392409525
pangu,48,1.2,35.79315008186706
fengwu,48,1.2,40.116664254363606
gru,48,0.5,504.24294483253783
transformer,48,0.5,484.3578466128925
cliper,48,0.5,400.9829639994722
cons_aiwp,48,1.2,32.50072134206562
pangu,72,1.2,68.0404398257275
fengwu,72,1.2,108.13566331372867
gru,72,0.5,1012.4425323710292
transformer,72,0.5,990.916246845264
cliper,72,0.5,808.25207331581
cons_aiwp,72,1.2,78.62132358712269
pangu,24,1.0,35.94241025639908
fengwu,24,1.0,61.35726603586139
gru,24,1.2,108.62293840417252
transformer,24,1.2,124.00966764993628
cliper,24,1.0,140.5103326956904
cons_aiwp,24,1.0,26.457666234039838
pangu,48,1.0,3.9993467553209707
fengwu,48,1.0,69.6428062088129
gru,48,1.2,548.7109153476213
transformer,48,1.2,631.5813324277485
cliper,48,1.0,621.5340341801913
cons_aiwp,48,1.0,36.11579580219057
pangu,24,1.0,12.181060051916967
fengwu,24,1.0,12.181060051916967
gru,24,0.5,75.16564827460678
transformer,24,0.5,76.77096983647407
cliper,24,0.5,54.72243623657718
cons_aiwp,24,1.0,12.181060051916967
pangu,48,1.0,86.71225552341116
fengwu,48,1.0,72.034808333546
gru,48,0.5,272.87617632866045
transformer,48,0.5,300.8095166205588
cliper,48,0.5,224.0115096745385
cons_aiwp,48,1.0,78.78920092183363
pangu,72,1.0,155.88899027930762
fengwu,72,1.0,70.83568200467597
gru,72,0.5,590.374582814345
transformer,72,0.5,687.9521442083465
cliper,72,0.5,537.1075354203449
cons_aiwp,72,1.0,112.40260731824323
pangu,24,1.2,35.79315008186706
fengwu,24,1.2,40.116664254363606
gru,24,0.5,116.90001119902394
transformer,24,0.5,122.274661838162
cliper,24,0.5,151.5373676366184
cons_aiwp,24,1.2,32.50072134206562
pangu,48,1.2,55.09270363707889
fengwu,48,1.2,50.037716990051855
gru,48,0.5,317.080154981452
transformer,48,0.5,354.8508408352647
cliper,48,0.5,343.4302576899267
cons_aiwp,48,1.2,51.24661259129513
pangu,72,1.2,117.06699771278154
fengwu,72,1.2,139.8102145932637
gru,72,0.5,859.4194123549618
transformer,72,0.5,912.4341524083592
cliper,72,0.5,870.0234807314031
cons_aiwp,72,1.2,121.65568012119562
pangu,24,1.2,44.6955707665362
fengwu,24,0.8,30.208683554279048
gru,24,0.5,83.14561733456772
transformer,24,0.5,145.56389389917558
cliper,24,0.5,142.86288491826468
cons_aiwp,24,1.2,35.83224841696948
pangu,24,1.0,28.201088903718247
fengwu,24,1.0,39.79847478906871
gru,24,0.5,136.69968807387215
transformer,24,0.5,115.6732729896441
cliper,24,0.5,120.0670889599862
cons_aiwp,24,1.0,32.631017124659046
pangu,48,1.0,14.470622891761742
fengwu,48,1.0,25.93217497011994
gru,48,0.5,554.6857804436273
transformer,48,0.5,507.02686587377764
cliper,48,0.5,453.42153271510773
cons_aiwp,48,1.0,16.04110058749278
pangu,72,1.0,70.7819158767037
fengwu,72,1.0,45.418892093473545
gru,72,0.5,1221.7989798486183
transformer,72,0.5,1160.4066517040774
cliper,72,0.5,1117.6145635045264
cons_aiwp,72,1.0,42.44170954974413
pangu,24,1.0,51.96116729939641
fengwu,24,1.0,69.6428062088129
gru,24,1.0,309.69877431846436
transformer,24,1.0,332.300502183124
cliper,24,1.0,306.10690604638614
cons_aiwp,24,1.0,60.980833046624305
pangu,24,1.0,37.033633264772014
fengwu,24,1.0,77.26986549817222
gru,24,1.5,48.2310771089243
transformer,24,1.5,39.08786170150621
cliper,24,1.0,432.753073500107
cons_aiwp,24,1.0,54.33641352925284
pangu,48,1.0,79.10735293694867
gru,48,1.5,233.03194289800533
transformer,48,1.5,240.0449756819218
cliper,48,1.0,919.6655279346095
cons_aiwp,48,1.0,79.10735293694867
pangu,72,1.0,55.85682395374858
gru,72,1.5,425.4711190555359
transformer,72,1.5,463.7178737063419
cliper,72,1.0,1237.18447725692
cons_aiwp,72,1.0,55.85682395374858
pangu,24,1.0,22.162047939271574
fengwu,24,1.0,22.162047939271574
gru,24,0.5,123.39314574642148
transformer,24,0.5,114.00966930825183
cliper,24,0.5,165.04737033545618
cons_aiwp,24,1.0,22.162047939271574
pangu,48,1.0,7.734629232663345
fengwu,48,1.0,22.880541371132146
gru,48,0.5,349.6214703434151
transformer,48,0.5,334.157085500764
cliper,48,0.5,407.7581700688065
cons_aiwp,48,1.0,10.395311837254539
pangu,72,1.0,32.221812953850595
fengwu,72,1.0,89.42456521794104
gru,72,0.5,484.1822331171339
transformer,72,0.5,468.26728618941013
cliper,72,0.5,523.3214016665507
cons_aiwp,72,1.0,53.15526026848755
pangu,24,1.0,32.221812953850595
fengwu,24,1.0,28.313303709453855
gru,24,0.25,88.9018398264636
transformer,24,0.25,92.486867408998
cliper,24,0.5,106.95694926769106
cons_aiwp,24,1.0,23.495182853338537
pangu,48,1.0,83.15422469725269
fengwu,48,1.0,94.50846664337533
gru,48,0.25,171.11616826784967
transformer,48,0.25,177.24519158804125
cliper,48,0.5,183.75349944326075
cons_aiwp,48,1.0,87.69275950255677
pangu,72,1.0,176.99606620961305
fengwu,72,1.0,177.1938253849508
gru,72,0.25,78.72163396592092
transformer,72,0.25,100.37146414117323
cliper,72,0.5,49.223337364886476
cons_aiwp,72,1.0,167.12367166159132
pangu,24,1.2,57.86130769069853
fengwu,24,1.2,56.72745897909898
gru,24,0.5,37.29052413014746
transformer,24,0.5,43.14995575059652
cliper,24,1.0,80.11350798580212
cons_aiwp,24,1.0,53.99256520429078
pangu,48,1.2,105.85080737851143
fengwu,48,1.2,117.14794594391577
gru,48,0.5,198.98153769727
transformer,48,0.5,218.7503428157645
cliper,48,1.0,350.976430183258
cons_aiwp,48,1.0,96.81515421779167
pangu,72,1.2,362.9058942650653
fengwu,72,1.2,1020.3217200397112
gru,72,0.5,536.7051074191465
transformer,72,0.5,581.0763779527654
cliper,72,1.0,835.6511142297023
cons_aiwp,72,1.0,678.3447798210641
pangu,24,0.5,39.200174751452614
fengwu,24,0.5,22.880541371132146
gru,24,2.0,99.74061790357034
transformer,24,2.0,124.2117218965986
cliper,24,1.5,136.97381573219855
cons_aiwp,24,0.5,29.491045197880492
pangu,48,0.5,89.42456521794104
fengwu,48,0.5,102.25762665567028
gru,48,1.5,155.9290514051274
transformer,48,1.5,194.73281017710585
cliper,48,1.0,218.6213769002799
cons_aiwp,48,0.5,94.85202688667813
pangu,72,0.5,169.90230775188598
fengwu,72,0.5,270.02458648302485
gru,72,1.0,97.34672820025764
transformer,72,1.0,168.3129897881086
cliper,72,1.0,182.22856542611552
cons_aiwp,72,0.5,217.32395812886685
pangu,24,1.0,44.80009178257503
fengwu,24,1.0,34.079344867160344
gru,24,0.5,113.51994895906648
transformer,24,0.5,120.72328855681494
cliper,24,0.5,128.8533901717322
cons_aiwp,24,1.0,25.52156054105444
pangu,48,1.0,64.27849200033397
fengwu,48,1.0,59.209193967601394
gru,48,0.5,283.205213236049
transformer,48,0.5,301.23993851708553
cliper,48,0.5,312.7844256446171
cons_aiwp,48,1.0,53.05452253653186
pangu,72,1.0,79.80581709432644
fengwu,72,1.0,173.80882096410934
gru,72,0.5,278.61447013067215
transformer,72,0.5,313.7266014025586
cliper,72,0.5,309.2515825561992
cons_aiwp,72,1.0,125.42956964566206
pangu,24,1.0,44.26916754473638
fengwu,24,1.0,42.10871088028521
gru,24,0.5,115.0271512339502
transformer,24,0.5,95.83076166026683
cliper,24,0.5,90.64795167350856
cons_aiwp,24,1.0,38.71242758860961
pangu,48,1.0,62.74243790200752
fengwu,48,1.0,67.55445397240005
gru,48,0.5,174.04327389146925
transformer,48,0.5,149.4031212394829
cliper,48,0.5,145.24696878542724
cons_aiwp,48,1.0,58.96915521800803
pangu,72,1.0,132.70008510322685
fengwu,72,1.0,394.8893206240559
gru,72,0.5,340.26656509472866
transformer,72,0.5,349.2029427409939
cliper,72,0.5,396.0341323116965
cons_aiwp,72,1.0,181.1729747534721
pangu,24,1.0,21.53062048532366
fengwu,24,1.0,21.53062048532366
gru,24,0.5,72.47626113787027
transformer,24,0.5,97.94585536941571
cliper,24,0.5,78.4352211393434
cons_aiwp,24,1.0,21.53062048532366
pangu,48,1.0,79.32007724540951
fengwu,48,1.0,103.8070608787995
gru,48,0.5,17.81555513371329
transformer,48,0.5,55.68999595226494
cliper,48,0.5,29.420467836655416
cons_aiwp,48,1.0,90.83625537791495
pangu,72,1.0,84.82536452364886
fengwu,72,1.0,162.03503999371472
gru,72,0.5,86.3908055229313
transformer,72,0.5,92.1766022508572
cliper,72,0.5,106.57749892615155
cons_aiwp,72,1.0,123.41900451940815
pangu,24,1.2,45.85809596825836
fengwu,24,1.2,79.65708325471415
gru,24,0.5,137.55398069987928
transformer,24,0.5,148.35397139966108
cliper,24,1.0,208.7774627665391
cons_aiwp,24,1.0,56.66913630457856
pangu,48,1.2,72.47513613586298
fengwu,48,1.2,70.09598731037835
gru,48,0.5,432.8271298721494
transformer,48,0.5,444.1381463209399
cliper,48,1.0,666.8851174032391
cons_aiwp,48,1.0,8.871318553999407
pangu,72,1.2,504.6265325862616
fengwu,72,1.2,1667.737220460066
gru,72,0.5,704.6146491276712
transformer,72,0.5,718.0444687182285
cliper,72,1.0,1108.23407955404
cons_aiwp,72,1.0,1038.5475435468177
pangu,24,1.0,67.55445397240005
fengwu,24,1.0,46.254487340543854
gru,24,0.5,46.750517314063075
transformer,24,0.5,47.4742574099497
cliper,24,1.0,73.70378473616883
cons_aiwp,24,1.0,55.90258688969781
pangu,48,1.0,27.4206025425768
fengwu,48,1.0,63.233444269280426
gru,48,0.5,242.36041361360964
transformer,48,0.5,243.1818639053837
cliper,48,1.0,393.0428042371425
cons_aiwp,48,1.0,25.65938950516381
pangu,72,1.0,515.0018033408849
fengwu,72,1.0,1416.0210000686313
gru,72,0.5,544.904212263326
transformer,72,0.5,554.5946081720389
cliper,72,1.0,855.4097685432897
cons_aiwp,72,1.0,947.6250049545725
pangu,24,1.0,37.862848489478345
fengwu,24,1.0,71.73777961987128
gru,24,0.5,70.1288183301943
transformer,24,0.5,91.81017391952838
cliper,24,0.5,152.3604932322585
cons_aiwp,24,1.0,50.171621240840864
pangu,48,1.0,637.3866830800323
fengwu,48,1.0,1069.2568220544929
gru,48,0.5,254.95851793594005
transformer,48,0.5,261.5143806908567
cliper,48,0.5,462.10722878518544
cons_aiwp,48,1.0,852.091073607673
pangu,72,1.0,1304.4137550907537
fengwu,72,1.0,1456.270593704446
gru,72,0.5,436.25325365660575
transformer,72,0.5,418.44582352837193
cliper,72,0.5,758.0199333918594
cons_aiwp,72,1.0,1361.8643876080432
pangu,24,1.2,571.5103897203302
fengwu,24,1.2,47.3227124529597
gru,24,0.5,75.98562553128531
transformer,24,0.5,112.20605763419267
cliper,24,0.5,107.94113791104456
cons_aiwp,24,1.2,307.8561472030145
pangu,48,1.2,1231.2216325125964
fengwu,48,1.2,201.3258368966869
gru,48,0.5,220.48474827677708
transformer,48,0.5,270.82253629818774
cliper,48,0.5,296.139687350484
cons_aiwp,48,1.2,658.2280682703636
pangu,24,1.0,87.26351812184888
fengwu,24,1.0,62.066945246824794
gru,24,0.5,118.28790369909886
transformer,24,0.5,145.03647963549162
cliper,24,0.5,191.46236593000123
cons_aiwp,24,1.0,62.30303370682806
pangu,48,1.0,617.9938332438669
fengwu,48,1.0,423.456272164178
gru,48,0.5,251.70172588869096
transformer,48,0.5,259.1952049871116
cliper,48,0.5,390.6886239751232
cons_aiwp,48,1.0,515.043451603297
gru,24,0.5,53.80089820197801
transformer,24,0.5,18.781442747173607
gru,48,0.5,104.25975195817156
transformer,48,0.5,64.3671800420903
gru,72,0.5,277.3704620128834
transformer,72,0.5,250.47152186575727
pangu,24,1.0,15.855736060442778
fengwu,24,1.0,42.38771002139259
gru,24,0.25,83.63206218969633
transformer,24,1.0,96.77035915955142
cliper,24,0.25,122.08140506416291
cons_aiwp,24,1.0,15.852193871516128
pangu,48,1.0,5.559746332227944
fengwu,48,1.0,60.56568088817396
gru,48,0.25,267.3644342675257
transformer,48,1.0,298.8000162914027
cliper,48,0.25,381.99107490275577
cons_aiwp,48,1.0,31.572886378159595
pangu,72,1.0,98.11335728221894
fengwu,72,1.0,116.02386676471619
gru,72,0.25,657.8743622985369
transformer,72,1.0,700.6711640590808
cliper,72,0.25,869.3394192916666
cons_aiwp,72,1.0,100.65520029069825
pangu,24,1.0,29.30207206082866
fengwu,24,1.0,29.30207206082866
gru,24,1.0,36.76205194603716
transformer,24,1.0,74.38770001473799
cliper,24,1.0,192.58283297101423
cons_aiwp,24,1.0,29.30207206082866
pangu,48,1.0,25.488443786265787
fengwu,48,1.0,51.16714781964606
gru,48,1.0,230.36858975127947
transformer,48,1.0,266.4309790070841
cliper,48,1.0,491.4629179310385
cons_aiwp,48,1.0,35.22132533116338
pangu,72,1.0,35.55087072053449
fengwu,72,1.0,31.773465055372167
gru,72,1.0,315.1199670435518
transformer,72,1.0,358.819079017105
cliper,72,1.0,600.2920453237406
cons_aiwp,72,1.0,22.381471248284385
pangu,24,1.0,36.00238097756595
fengwu,24,1.0,39.42894185179049
gru,24,0.5,128.05982699372257
transformer,24,0.5,133.93535012495312
cliper,24,0.5,111.83728183555625
cons_aiwp,24,1.0,27.91471360826013
pangu,48,1.0,154.3034087451109
fengwu,48,1.0,39.3516680971131
gru,48,0.5,328.6791658509609
transformer,48,0.5,358.5438366042711
cliper,48,0.5,406.68105019865567
cons_aiwp,48,1.0,92.5807627454486
pangu,72,1.0,162.88664043802075
fengwu,72,1.0,72.71243154393451
gru,72,0.5,702.8469672561487
transformer,72,0.5,754.3867731045465
cliper,72,0.5,853.5519922411544
cons_aiwp,72,1.0,116.03066837151061
pangu,24,1.0,11.407767682008101
fengwu,24,1.0,16.87242370065847
gru,24,0.5,132.0453516207663
transformer,24,0.5,132.99986986358243
cliper,24,0.5,236.00880124027185
cons_aiwp,24,1.0,3.3813961213138
pangu,48,1.0,62.6727874783649
fengwu,48,1.0,28.315352147172536
gru,48,0.5,239.32335976966368
transformer,48,0.5,233.12091161788618
cliper,48,0.5,383.7041212875412
cons_aiwp,48,1.0,45.544076491540096
pangu,72,1.0,115.12796041034703
fengwu,72,1.0,58.429139160076886
gru,72,0.5,340.9803673958438
transformer,72,0.5,318.03388534766015
cliper,72,0.5,305.1731625989208
cons_aiwp,72,1.0,82.058488093166
pangu,24,1.0,11.193216393357336
fengwu,24,1.0,36.89983412156197
gru,24,0.5,56.585547468888244
transformer,24,0.5,68.7807269997706
cliper,24,1.0,23.748801949959507
cons_aiwp,24,1.0,22.93106098862239
pangu,48,1.0,47.25784382393735
fengwu,48,1.0,19.459112162797275
gru,48,0.5,121.53463396200011
transformer,48,0.5,157.7720305723583
cliper,48,1.0,214.99819663746297
cons_aiwp,48,1.0,32.80250336014491
pangu,72,1.0,45.21971225620175
fengwu,72,1.0,23.66205439887343
gru,72,0.5,509.56269353779106
transformer,72,0.5,598.3092703624785
cliper,72,1.0,494.8571979227584
cons_aiwp,72,1.0,30.62516831496281
pangu,24,1.0,8.339619498342094
fengwu,24,1.0,44.215514172623145
gru,24,0.5,245.87207913123626
transformer,24,0.5,251.62644766076136
cliper,24,0.5,129.60578787809803
cons_aiwp,24,1.0,24.896549523205906
pangu,48,1.0,40.65245273629064
fengwu,48,1.0,68.28107121498047
gru,48,0.5,394.1387874635698
transformer,48,0.5,420.830533778217
cliper,48,0.5,241.2100712428931
cons_aiwp,48,1.0,30.645639254220587
pangu,72,1.0,92.4554475835605
fengwu,72,1.0,55.60497474634854
gru,72,0.5,423.31989973481944
transformer,72,0.5,477.1796699138335
cliper,72,0.5,231.78298057791218
cons_aiwp,72,1.0,70.57104011773056
pangu,24,1.0,35.55087072053449
fengwu,24,1.0,22.381471248284385
gru,24,0.5,36.78448505208083
transformer,24,0.5,42.14920961292432
cliper,24,0.5,72.93695323232271
cons_aiwp,24,1.0,26.61669393529818
pangu,48,1.0,40.81091461678704
fengwu,48,1.0,22.262018616093062
gru,48,0.5,163.92333599941918
transformer,48,0.5,146.79188121474016
cliper,48,0.5,156.58350740959708
cons_aiwp,48,1.0,16.30918267406169
pangu,72,1.0,47.50267559337088
fengwu,72,1.0,20.949617684827263
gru,72,0.5,381.4062670932056
transformer,72,0.5,370.17587865157395
cliper,72,0.5,422.92378769008786
cons_aiwp,72,1.0,20.5916395995638
pangu,24,1.0,18.821985624335973
fengwu,24,1.0,18.82198562433423
gru,24,0.5,210.07550171337405
transformer,24,0.5,217.49315969471715
cliper,24,0.5,252.37831584272305
cons_aiwp,24,1.0,13.908633654846755
pangu,48,1.0,19.45911216279763
fengwu,48,1.0,76.95419601797717
gru,48,0.5,483.274881107227
transformer,48,0.5,493.82659926099666
cliper,48,0.5,594.7940964655841
cons_aiwp,48,1.0,39.09962556777898
pangu,72,1.0,10.513498440421369
fengwu,72,1.0,60.899396714263
gru,72,0.5,622.7599611307708
transformer,72,0.5,643.0484793202754
cliper,72,0.5,811.979950159601
cons_aiwp,72,1.0,35.59634859104735
pangu,24,1.0,22.238985328911777
fengwu,24,1.0,33.70416233235201
gru,24,0.5,89.16330980846062
transformer,24,0.5,113.30280937936601
cliper,24,0.5,154.37003668121798
cons_aiwp,24,1.0,25.845822605254497
pangu,48,1.0,70.63946886437611
fengwu,48,1.0,18.82198562433423
gru,48,0.5,418.51041788339273
transformer,48,0.5,461.9401420817286
cliper,48,0.5,567.3591547013061
cons_aiwp,48,1.0,28.359236990123154
pangu,72,1.0,174.41388839768646
fengwu,72,1.0,44.215514172623145
gru,72,0.5,767.0767743091042
transformer,72,0.5,839.5045553589922
cliper,72,0.5,1008.5388469495108
cons_aiwp,72,1.0,92.52574481310944
pangu,24,1.0,78.41678168688438
fengwu,24,1.0,39.3516680971131
gru,24,0.5,206.02164906480076
transformer,24,0.5,214.1573657072169
cliper,24,0.75,215.22780927480366
cons_aiwp,24,0.75,54.79584698507528
pangu,48,1.0,34.15870698227644
fengwu,48,1.0,120.65520140277535
gru,48,0.5,425.4726288356413
transformer,48,0.5,457.679639889427
cliper,48,0.75,491.02536584520595
cons_aiwp,48,0.75,72.71243154393451
pangu,72,1.0,106.90538103570498
fengwu,72,1.0,86.91821041132667
gru,72,0.5,595.4343928217198
transformer,72,0.5,652.2400360983676
cliper,72,0.75,750.0904029972845
cons_aiwp,72,0.75,73.9737510705591
pangu,24,1.0,3.7082044422542584
fengwu,24,1.0,22.262018616093062
gru,24,0.5,216.95558327109774
transformer,24,0.5,219.01080440550305
